Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,Concatenation,North Reference,Northing,Easting,API,Quadrant,FNSL Value,FNSL Direction,FEWL Value,FEWL Direction
29,2,2,1,1,2,West-Down1,1318.7625,0,4,36,4,2922112West-Down1,,2922112West-Down1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,West-Down2,1318.7625,0,4,36,4,2922112West-Down2,,2922112West-Down2,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,East-Up2,1321.115,0,0,40,4,2922112East-Up2,,2922112East-Up2,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,East-Up1,1321.115,0,0,40,4,2922112East-Up1,,2922112East-Up1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,East-Down1,1321.115,0,0,40,4,2922112East-Down1,,2922112East-Down1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,East-Down2,1321.115,0,0,40,4,2922112East-Down2,,2922112East-Down2,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,North-Left2,1305.595,89,57,9,4,2922112North-Left2,,2922112North-Left2,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,North-Left1,1305.595,89,57,9,4,2922112North-Left1,,2922112North-Left1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,North-Right1,1318.475,89,51,31,4,2922112North-Right1,,2922112North-Right1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,North-Right2,1318.475,89,51,31,4,2922112North-Right2,,2922112North-Right2,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,South-Left2,1320.805,89,48,53,4,2922112South-Left2,,2922112South-Left2,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,South-Left1,1320.805,89,48,53,4,2922112South-Left1,,2922112South-Left1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,South-Right1,1320.805,89,48,53,4,2922112South-Right1,,2922112South-Right1,592338,4460323,,280,280,618,FWL
29,2,2,1,1,2,South-Right2,1320.805,89,48,53,4,2922112South-Right2,,2922112South-Right2,592338,4460323,,280,280,618,FWL
6,3,2,4,2,2,West-Up2,1311.09,0,0,0,0,632422West-Up2,,632422West-Up2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,West-Up1,1316.41,0,0,0,0,632422West-Up1,,632422West-Up1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,West-Down1,1316.315,0,0,0,0,632422West-Down1,,632422West-Down1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,West-Down2,1316.315,0,0,0,0,632422West-Down2,,632422West-Down2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,East-Up2,1321.75,0,20,9,4,632422East-Up2,,632422East-Up2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,East-Up1,1321.75,0,20,9,4,632422East-Up1,,632422East-Up1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,East-Down1,1314.04,0,18,35,4,632422East-Down1,,632422East-Down1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,East-Down2,1314.04,0,18,35,4,632422East-Down2,,632422East-Down2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,North-Left2,1328.5,89,32,43,4,632422North-Left2,,632422North-Left2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,North-Left1,1328.5,89,32,43,4,632422North-Left1,,632422North-Left1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,North-Right1,1315.985,89,48,12,1,632422North-Right1,,632422North-Right1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,North-Right2,1315.985,89,48,12,1,632422North-Right2,,632422North-Right2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,South-Left2,1332.995,89,51,41,2,632422South-Left2,,632422South-Left2,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,South-Left1,1332.995,89,51,41,2,632422South-Left1,,632422South-Left1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,South-Right1,1331.115,89,52,32,1,632422South-Right1,,632422South-Right1,552958,4455805,,1976,1976,1978,FEL
6,3,2,4,2,2,South-Right2,1331.115,89,52,32,1,632422South-Right2,,632422South-Right2,552958,4455805,,1976,1976,1978,FEL
5,2,2,1,2,2,West-Up2,1318.1625,0,0,53,4,522122West-Up2,,522122West-Up2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,West-Up1,1318.1625,0,0,53,4,522122West-Up1,,522122West-Up1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,West-Down1,1318.1625,0,0,53,4,522122West-Down1,,522122West-Down1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,West-Down2,1318.1625,0,0,53,4,522122West-Down2,,522122West-Down2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,East-Up2,1321.58,0,20,27,2,522122East-Up2,,522122East-Up2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,East-Up1,1321.58,0,20,27,2,522122East-Up1,,522122East-Up1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,East-Down1,1325.74,0,15,5,4,522122East-Down1,,522122East-Down1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,East-Down2,1325.74,0,15,5,4,522122East-Down2,,522122East-Down2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,North-Left2,1321.615,89,57,57,3,522122North-Left2,,522122North-Left2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,North-Left1,1321.615,89,57,57,3,522122North-Left1,,522122North-Left1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,North-Right1,1315.68,89,58,23,3,522122North-Right1,,522122North-Right1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,North-Right2,1315.68,89,58,23,3,522122North-Right2,,522122North-Right2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,South-Left2,1317.48,89,46,5,4,522122South-Left2,,522122South-Left2,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,South-Left1,1317.48,89,46,5,4,522122South-Left1,,522122South-Left1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,South-Right1,1317.4,89,47,0,4,522122South-Right1,,522122South-Right1,583554,4465172,,660,660,1544,FEL
5,2,2,1,2,2,South-Right2,1317.4,89,47,0,4,522122South-Right2,,522122South-Right2,583554,4465172,,660,660,1544,FEL
3,2,2,3,2,2,West-Up2,1327.825,0,33,26,2,322322West-Up2,,322322West-Up2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,West-Up1,1327.825,0,33,26,2,322322West-Up1,,322322West-Up1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,West-Down1,1327.825,0,33,26,2,322322West-Down1,,322322West-Down1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,West-Down2,1327.825,0,33,26,2,322322West-Down2,,322322West-Down2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,East-Up2,1335.275,0,1,43,2,322322East-Up2,,322322East-Up2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,East-Up1,1335.275,0,1,43,2,322322East-Up1,,322322East-Up1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,East-Down1,1340.385,0,3,49,4,322322East-Down1,,322322East-Down1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,East-Down2,1340.385,0,3,49,4,322322East-Down2,,322322East-Down2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,North-Left2,1323.075,89,59,59,4,322322North-Left2,,322322North-Left2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,North-Left1,1323.075,89,59,59,4,322322North-Left1,,322322North-Left1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,North-Right1,1321.06,89,57,32,3,322322North-Right1,,322322North-Right1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,North-Right2,1321.06,89,57,32,3,322322North-Right2,,322322North-Right2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,South-Left2,1341.23,89,48,31,4,322322South-Left2,,322322South-Left2,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,South-Left1,1341.23,89,48,31,4,322322South-Left1,,322322South-Left1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,South-Right1,1329.635,89,21,57,4,322322South-Right1,,322322South-Right1,567096,4466192,,448,448,2336,FWL
3,2,2,3,2,2,South-Right2,1329.635,89,21,57,4,322322South-Right2,,322322South-Right2,567096,4466192,,448,448,2336,FWL
24,2,2,3,2,2,West-Up2,1332.125,0,51,52,2,2422322West-Up2,,2422322West-Up2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,West-Up1,1332.125,0,51,52,2,2422322West-Up1,,2422322West-Up1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,West-Down1,1332.225,0,51,55,2,2422322West-Down1,,2422322West-Down1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,West-Down2,1332.225,0,51,55,2,2422322West-Down2,,2422322West-Down2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,East-Up2,1321.395,0,17,15,4,2422322East-Up2,,2422322East-Up2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,East-Up1,1321.395,0,17,15,4,2422322East-Up1,,2422322East-Up1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,East-Down1,1321.31,0,2,32,4,2422322East-Down1,,2422322East-Down1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,East-Down2,1321.31,0,2,32,4,2422322East-Down2,,2422322East-Down2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,North-Left2,1312.46,89,47,39,4,2422322North-Left2,,2422322North-Left2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,North-Left1,1314.47,89,47,22,4,2422322North-Left1,,2422322North-Left1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,North-Right1,1312.69,89,48,47,4,2422322North-Right1,,2422322North-Right1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,North-Right2,1312.69,89,48,47,4,2422322North-Right2,,2422322North-Right2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,South-Left2,1328.885,89,44,5,3,2422322South-Left2,,2422322South-Left2,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,South-Left1,1328.885,89,44,5,3,2422322South-Left1,,2422322South-Left1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,South-Right1,1328.885,89,44,5,3,2422322South-Right1,,2422322South-Right1,567823,4460234,,2310,2310,330,FEL
24,2,2,3,2,2,South-Right2,1328.885,89,44,5,3,2422322South-Right2,,2422322South-Right2,567823,4460234,,2310,2310,330,FEL
28,2,2,3,2,2,West-Up2,1325.51,0,11,49,2,2822322West-Up2,,2822322West-Up2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,West-Up1,1325.51,0,11,49,2,2822322West-Up1,,2822322West-Up1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,West-Down1,1325.51,0,11,49,2,2822322West-Down1,,2822322West-Down1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,West-Down2,1325.51,0,11,49,2,2822322West-Down2,,2822322West-Down2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,East-Up2,1332.035,0,17,44,4,2822322East-Up2,,2822322East-Up2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,East-Up1,1332.035,0,17,44,4,2822322East-Up1,,2822322East-Up1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,East-Down1,1321.635,0,10,0,4,2822322East-Down1,,2822322East-Down1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,East-Down2,1321.635,0,10,0,4,2822322East-Down2,,2822322East-Down2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,North-Left2,1319.886667,89,58,5,3,2822322North-Left2,,2822322North-Left2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,North-Left1,1319.886667,89,58,5,3,2822322North-Left1,,2822322North-Left1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,North-Right1,1319.886667,89,58,5,3,2822322North-Right1,,2822322North-Right1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,North-Right2,1319.22,89,57,11,4,2822322North-Right2,,2822322North-Right2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,South-Left2,1329.86,89,57,15,4,2822322South-Left2,,2822322South-Left2,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,South-Left1,1329.86,89,57,15,4,2822322South-Left1,,2822322South-Left1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,South-Right1,1329.4,89,57,22,4,2822322South-Right1,,2822322South-Right1,567907,4460088,,1650,1650,330,FWL
28,2,2,3,2,2,South-Right2,1329.4,89,57,22,4,2822322South-Right2,,2822322South-Right2,567907,4460088,,1650,1650,330,FWL
22,3,2,4,2,2,West-Up2,1314.55,0,5,45,4,2232422West-Up2,,2232422West-Up2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,West-Up1,1314.42,0,5,23,4,2232422West-Up1,,2232422West-Up1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,West-Down1,1314.695,0,1,3,4,2232422West-Down1,,2232422West-Down1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,West-Down2,1314.695,0,1,3,4,2232422West-Down2,,2232422West-Down2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,East-Up2,1310.655,0,5,16,1,2232422East-Up2,,2232422East-Up2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,East-Up1,1310.655,0,5,16,1,2232422East-Up1,,2232422East-Up1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,East-Down1,1309.42,0,7,45,4,2232422East-Down1,,2232422East-Down1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,East-Down2,1309.42,0,7,45,4,2232422East-Down2,,2232422East-Down2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,North-Left2,1331.7,87,57,54,2,2232422North-Left2,,2232422North-Left2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,North-Left1,1331.7,87,57,54,2,2232422North-Left1,,2232422North-Left1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,North-Right1,1331.805,88,31,49,2,2232422North-Right1,,2232422North-Right1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,North-Right2,1331.805,88,31,49,2,2232422North-Right2,,2232422North-Right2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,South-Left2,1333.325,88,16,42,2,2232422South-Left2,,2232422South-Left2,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,South-Left1,1333.325,88,16,42,2,2232422South-Left1,,2232422South-Left1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,South-Right1,1333.16,88,18,40,2,2232422South-Right1,,2232422South-Right1,558548,4451011,,2350,2350,330,FEL
22,3,2,4,2,2,South-Right2,1333.16,88,18,40,2,2232422South-Right2,,2232422South-Right2,558548,4451011,,2350,2350,330,FEL
17,4,2,1,2,2,West-Up2,0,0,0,0,0,1742122West-Up2,,1742122West-Up2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,West-Up1,2645.6,0,55,3,1,1742122West-Up1,,1742122West-Up1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,West-Down1,2645.6,0,55,3,1,1742122West-Down1,,1742122West-Down1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,West-Down2,0,0,0,0,0,1742122West-Down2,,1742122West-Down2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,East-Up2,0,0,0,0,0,1742122East-Up2,,1742122East-Up2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,East-Up1,2641.47,0,54,46,1,1742122East-Up1,,1742122East-Up1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,East-Down1,2641.68,0,55,8,1,1742122East-Down1,,1742122East-Down1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,East-Down2,0,0,0,0,0,1742122East-Down2,,1742122East-Down2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,North-Left2,0,0,0,0,0,1742122North-Left2,,1742122North-Left2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,North-Left1,2643.27,89,2,52,2,1742122North-Left1,,1742122North-Left1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,North-Right1,2637.34,89,1,57,2,1742122North-Right1,,1742122North-Right1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,North-Right2,0,0,0,0,0,1742122North-Right2,,1742122North-Right2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,South-Left2,0,0,0,0,0,1742122South-Left2,,1742122South-Left2,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,South-Left1,2640.23,88,57,7,3,1742122South-Left1,,1742122South-Left1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,South-Right1,2640.24,88,57,14,3,1742122South-Right1,,1742122South-Right1,584100,4443839,,567,567,523,FEL
17,4,2,1,2,2,South-Right2,0,0,0,0,0,1742122South-Right2,,1742122South-Right2,584100,4443839,,567,567,523,FEL
10,4,2,1,2,2,West-Up2,0,0,0,0,0,1042122West-Up2,,1042122West-Up2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,West-Up1,2641.71,0,4,13,4,1042122West-Up1,,1042122West-Up1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,West-Down1,2640.53,0,4,11,4,1042122West-Down1,,1042122West-Down1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,West-Down2,0,0,0,0,0,1042122West-Down2,,1042122West-Down2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,East-Up2,0,0,0,0,0,1042122East-Up2,,1042122East-Up2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,East-Up1,2652.43,0,3,26,2,1042122East-Up1,,1042122East-Up1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,East-Down1,2635.2,0,5,43,2,1042122East-Down1,,1042122East-Down1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,East-Down2,0,0,0,0,0,1042122East-Down2,,1042122East-Down2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,North-Left2,1323.08,89,47,20,3,1042122North-Left2,,1042122North-Left2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,North-Left1,1322.96,89,51,4,3,1042122North-Left1,,1042122North-Left1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,North-Right1,2644.42,89,45,40,3,1042122North-Right1,,1042122North-Right1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,North-Right2,0,0,0,0,0,1042122North-Right2,,1042122North-Right2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,South-Left2,0,0,0,0,0,1042122South-Left2,,1042122South-Left2,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,South-Left1,5276.97,89,50,55,3,1042122South-Left1,,1042122South-Left1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,South-Right1,0,0,0,0,0,1042122South-Right1,,1042122South-Right1,585769,4443954,,100,100,660,FWL
10,4,2,1,2,2,South-Right2,0,0,0,0,0,1042122South-Right2,,1042122South-Right2,585769,4443954,,100,100,660,FWL
19,4,2,1,1,2,West-Up2,0,0,0,0,0,1942112West-Up2,,1942112West-Up2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,West-Up1,5276.24,0,47,29,1,1942112West-Up1,,1942112West-Up1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,West-Down1,0,0,0,0,0,1942112West-Down1,,1942112West-Down1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,West-Down2,0,0,0,0,0,1942112West-Down2,,1942112West-Down2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,East-Up2,0,0,0,0,0,1942112East-Up2,,1942112East-Up2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,East-Up1,2642.1,0,58,20,1,1942112East-Up1,,1942112East-Up1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,East-Down1,2642.1,0,58,20,1,1942112East-Down1,,1942112East-Down1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,East-Down2,0,0,0,0,0,1942112East-Down2,,1942112East-Down2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,North-Left2,0,0,0,0,0,1942112North-Left2,,1942112North-Left2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,North-Left1,2749.7,88,54,36,2,1942112North-Left1,,1942112North-Left1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,North-Right1,2644.73,88,59,22,2,1942112North-Right1,,1942112North-Right1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,North-Right2,0,0,0,0,0,1942112North-Right2,,1942112North-Right2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,South-Left2,0,0,0,0,0,1942112South-Left2,,1942112South-Left2,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,South-Left1,2764.8,89,8,19,2,1942112South-Left1,,1942112South-Left1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,South-Right1,2641.84,88,55,26,3,1942112South-Right1,,1942112South-Right1,592154,4441470,,1963,1963,660,FEL
19,4,2,1,1,2,South-Right2,0,0,0,0,0,1942112South-Right2,,1942112South-Right2,592154,4441470,,1963,1963,660,FEL
4,3,2,1,1,2,West-Up2,0,0,0,0,0,432112West-Up2,,432112West-Up2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,West-Up1,2725.21,0,19,46,4,432112West-Up1,,432112West-Up1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,West-Down1,2650.46,0,30,24,2,432112West-Down1,,432112West-Down1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,West-Down2,0,0,0,0,0,432112West-Down2,,432112West-Down2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,East-Up2,0,0,31,3,2,432112East-Up2,,432112East-Up2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,East-Up1,5340.92,0,31,3,2,432112East-Up1,,432112East-Up1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,East-Down1,0,0,0,0,0,432112East-Down1,,432112East-Down1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,East-Down2,0,0,0,0,0,432112East-Down2,,432112East-Down2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,North-Left2,0,0,0,0,0,432112North-Left2,,432112North-Left2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,North-Left1,2639.4,89,48,45,1,432112North-Left1,,432112North-Left1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,North-Right1,2667.23,89,36,29,1,432112North-Right1,,432112North-Right1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,North-Right2,0,0,0,0,0,432112North-Right2,,432112North-Right2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,South-Left2,0,0,0,0,0,432112South-Left2,,432112South-Left2,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,South-Left1,2639.04,89,55,24,2,432112South-Left1,,432112South-Left1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,South-Right1,2724.71,89,55,13,2,432112South-Right1,,432112South-Right1,594057,4453944,,330,330,2068,FWL
4,3,2,1,1,2,South-Right2,0,0,0,0,0,432112South-Right2,,432112South-Right2,594057,4453944,,330,330,2068,FWL
5,8,2,20,1,1,West-Up2,0,0,0,0,0,5822011West-Up2,,5822011West-Up2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,West-Up1,5280,0,44,18,1,5822011West-Up1,,5822011West-Up1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,West-Down1,0,0,0,0,0,5822011West-Down1,,5822011West-Down1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,West-Down2,0,0,0,0,0,5822011West-Down2,,5822011West-Down2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,East-Up2,0,0,0,0,0,5822011East-Up2,,5822011East-Up2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,East-Up1,2625.9,0,13,36,4,5822011East-Up1,,5822011East-Up1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,East-Down1,1322.13,1,12,49,4,5822011East-Down1,,5822011East-Down1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,East-Down2,1321.35,1,12,4,4,5822011East-Down2,,5822011East-Down2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,North-Left2,0,0,0,0,0,5822011North-Left2,,5822011North-Left2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,North-Left1,2642.77,89,28,44,2,5822011North-Left1,,5822011North-Left1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,North-Right1,2652.38,89,44,53,3,5822011North-Right1,,5822011North-Right1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,North-Right2,0,0,0,0,0,5822011North-Right2,,5822011North-Right2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,South-Left2,1891.19,89,20,29,4,5822011South-Left2,,5822011South-Left2,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,South-Left1,680.76,89,27,0,4,5822011South-Left1,,5822011South-Left1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,South-Right1,2708.05,89,13,58,1,5822011South-Right1,,5822011South-Right1,611178,4445165,,707,707,537,FWL
5,8,2,20,1,1,South-Right2,0,0,0,0,0,5822011South-Right2,,5822011South-Right2,611178,4445165,,707,707,537,FWL
16,7,2,20,1,1,West-Up2,1314.41,1,48,48,4,16722011West-Up2,,16722011West-Up2,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,West-Up1,1314.41,1,48,48,4,16722011West-Up1,,16722011West-Up1,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,West-Down1,1332.57,1,30,29,4,16722011West-Down1,,16722011West-Down1,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,West-Down2,1286.38,1,41,46,4,16722011West-Down2,,16722011West-Down2,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,East-Up2,1278.835,1,45,15,4,16722011East-Up2,,16722011East-Up2,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,East-Up1,1278.835,1,45,15,4,16722011East-Up1,,16722011East-Up1,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,East-Down1,1315.055,1,54,58,4,16722011East-Down1,,16722011East-Down1,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,East-Down2,1315.055,1,54,58,4,16722011East-Down2,,16722011East-Down2,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,North-Left2,1331.82,88,19,28,3,16722011North-Left2,,16722011North-Left2,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,North-Left1,1331.82,88,19,28,3,16722011North-Left1,,16722011North-Left1,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,North-Right1,1330.125,89,4,56,3,16722011North-Right1,,16722011North-Right1,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,North-Right2,1330.125,89,4,56,3,16722011North-Right2,,16722011North-Right2,612650,4452420,,1204,1204,2220,FWL
16,7,2,20,1,1,South-Left2,1334.505,88,4,28,3,16722011South-Left2,,16722011South-Left2,612650,4452420,,1204,1204,2220,FWL
