Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation
21,3,2,1,1,2,East-Up1,1326.345,0,29,9,4,T,2132112East-Up1
21,3,2,1,1,2,East-Down1,1332.62,0,34,51,4,T,2132112East-Down1
21,3,2,1,1,2,East-Down2,1332.88,0,32,56,4,T,2132112East-Down2
21,3,2,1,1,2,North-Left2,1320.86,88,51,5,3,T,2132112North-Left2
21,3,2,1,1,2,North-Left1,1320.86,88,51,5,3,T,2132112North-Left1
21,3,2,1,1,2,North-Right1,1333.785,88,37,31,3,T,2132112North-Right1
21,3,2,1,1,2,North-Right2,1333.785,88,37,31,3,T,2132112North-Right2
21,3,2,1,1,2,South-Left2,1327.625,89,1,45,3,T,2132112South-Left2
21,3,2,1,1,2,South-Left1,1327.625,89,1,45,3,T,2132112South-Left1
21,3,2,1,1,2,South-Right1,1327.625,89,1,45,3,T,2132112South-Right1
21,3,2,1,1,2,South-Right2,1327.625,89,1,45,3,T,2132112South-Right2
22,2,2,1,2,2,West-Up2,1320.055,0,27,2,4,T,2222122West-Up2
22,2,2,1,2,2,West-Up1,1320.055,0,27,2,4,T,2222122West-Up1
22,2,2,1,2,2,West-Down1,1315.185,0,25,17,4,T,2222122West-Down1
22,2,2,1,2,2,West-Down2,1315.185,0,25,17,4,T,2222122West-Down2
22,2,2,1,2,2,East-Up2,1320.04,0,20,51,1,T,2222122East-Up2
22,2,2,1,2,2,East-Up1,1320.04,0,20,51,1,T,2222122East-Up1
22,2,2,1,2,2,East-Down1,1319.9,0,25,42,4,T,2222122East-Down1
22,2,2,1,2,2,East-Down2,1319.9,0,25,42,4,T,2222122East-Down2
22,2,2,1,2,2,North-Left2,1321.965,89,36,59,3,T,2222122North-Left2
22,2,2,1,2,2,North-Left1,1321.965,89,36,59,3,T,2222122North-Left1
22,2,2,1,2,2,North-Right1,1321.965,89,36,59,3,T,2222122North-Right1
22,2,2,1,2,2,North-Right2,1321.965,89,36,59,3,T,2222122North-Right2
22,2,2,1,2,2,South-Left2,1320.865,89,50,9,3,T,2222122South-Left2
22,2,2,1,2,2,South-Left1,1320.865,89,50,9,3,T,2222122South-Left1
22,2,2,1,2,2,South-Right1,1320.865,89,36,3,3,T,2222122South-Right1
22,2,2,1,2,2,South-Right2,1320.865,89,36,3,3,T,2222122South-Right2
22,3,2,5,2,2,West-Up2,1320.29,0,14,3,4,T,2232522West-Up2
22,3,2,5,2,2,West-Up1,1320.29,0,14,3,4,T,2232522West-Up1
22,3,2,5,2,2,West-Down1,1320.29,0,14,3,4,T,2232522West-Down1
22,3,2,5,2,2,West-Down2,1320.29,0,14,3,4,T,2232522West-Down2
22,3,2,5,2,2,East-Up2,1315.335,0,3,30,4,T,2232522East-Up2
22,3,2,5,2,2,East-Up1,1315.335,0,3,30,4,T,2232522East-Up1
22,3,2,5,2,2,East-Down1,1317.7,0,3,2,4,T,2232522East-Down1
22,3,2,5,2,2,East-Down2,1317.7,0,3,2,4,T,2232522East-Down2
22,3,2,5,2,2,North-Left2,1312.31,89,53,24,1,T,2232522North-Left2
22,3,2,5,2,2,North-Left1,1312.31,89,53,24,1,T,2232522North-Left1
22,3,2,5,2,2,North-Right1,1312.31,89,53,24,1,T,2232522North-Right1
22,3,2,5,2,2,North-Right2,1312.31,89,53,24,1,T,2232522North-Right2
22,3,2,5,2,2,South-Left2,1308.165,89,56,44,2,T,2232522South-Left2
22,3,2,5,2,2,South-Left1,1308.165,89,56,44,2,T,2232522South-Left1
22,3,2,5,2,2,South-Right1,1308.165,89,56,44,2,T,2232522South-Right1
22,3,2,5,2,2,South-Right2,1308.165,89,56,44,2,T,2232522South-Right2
22,3,2,1,1,2,West-Up2,1326.345,0,29,9,4,G,2232112West-Up2
22,3,2,1,1,2,West-Up1,1326.345,0,29,9,4,G,2232112West-Up1
22,3,2,1,1,2,West-Down1,1332.62,0,34,51,4,G,2232112West-Down1
22,3,2,1,1,2,West-Down2,1332.88,0,32,56,4,G,2232112West-Down2
22,3,2,1,1,2,East-Up2,1318.59,1,8,17,1,G,2232112East-Up2
22,3,2,1,1,2,East-Up1,1338.2,0,1,10,2,G,2232112East-Up1
22,3,2,1,1,2,East-Down1,1328.185,0,0,50,2,G,2232112East-Down1
22,3,2,1,1,2,East-Down2,1328.185,0,0,50,2,G,2232112East-Down2
22,3,2,1,1,2,North-Left2,1309.42,89,21,1,2,G,2232112North-Left2
22,3,2,1,1,2,North-Left1,1326.33,89,14,46,2,G,2232112North-Left1
22,3,2,1,1,2,North-Right1,1340.63,88,57,8,2,G,2232112North-Right1
22,3,2,1,1,2,North-Right2,1340.63,88,57,8,2,G,2232112North-Right2
22,3,2,1,1,2,South-Left2,1328.29,89,8,42,3,G,2232112South-Left2
22,3,2,1,1,2,South-Left1,1328.32,89,8,8,3,G,2232112South-Left1
22,3,2,1,1,2,South-Right1,1318.39,88,59,20,3,G,2232112South-Right1
22,3,2,1,1,2,South-Right2,1318.39,88,59,20,3,G,2232112South-Right2
23,7,2,20,1,1,West-Up2,1359.13,2,8,23,4,G,23722011West-Up2
23,7,2,20,1,1,West-Up1,1359.13,2,8,23,4,G,23722011West-Up1
23,7,2,20,1,1,West-Down1,1324.435,1,51,13,4,G,23722011West-Down1
23,7,2,20,1,1,West-Down2,1324.435,1,51,13,4,G,23722011West-Down2
23,7,2,20,1,1,East-Up2,1346.32,3,5,35,4,G,23722011East-Up2
23,7,2,20,1,1,East-Up1,1346.67,3,5,52,4,G,23722011East-Up1
23,7,2,20,1,1,East-Down1,1392.93,2,10,41,4,G,23722011East-Down1
23,7,2,20,1,1,East-Down2,1392.93,2,10,41,4,G,23722011East-Down2
23,7,2,20,1,1,North-Left2,1332.67,88,7,53,3,G,23722011North-Left2
23,7,2,20,1,1,North-Left1,1332.67,88,7,53,3,G,23722011North-Left1
23,7,2,20,1,1,North-Right1,1332.585,88,31,54,3,G,23722011North-Right1
23,7,2,20,1,1,North-Right2,1332.585,88,31,54,3,G,23722011North-Right2
23,7,2,20,1,1,South-Left2,1348.65,89,18,27,3,G,23722011South-Left2
23,7,2,20,1,1,South-Left1,1348.65,89,18,27,3,G,23722011South-Left1
23,7,2,20,1,1,South-Right1,1347.63,89,42,43,3,G,23722011South-Right1
23,7,2,20,1,1,South-Right2,1347.63,89,42,43,3,G,23722011South-Right2
23,2,2,3,2,2,West-Up2,1321.105,1,44,30,2,T,2322322West-Up2
23,2,2,3,2,2,West-Up1,1321.105,1,44,30,2,T,2322322West-Up1
23,2,2,3,2,2,West-Down1,1306.35,0,2,28,2,T,2322322West-Down1
23,2,2,3,2,2,West-Down2,1306.35,0,2,28,2,T,2322322West-Down2
23,2,2,3,2,2,East-Up2,1332.125,0,51,52,2,T,2322322East-Up2
23,2,2,3,2,2,East-Up1,1332.125,0,51,52,2,T,2322322East-Up1
23,2,2,3,2,2,East-Down1,1332.225,0,51,55,2,T,2322322East-Down1
23,2,2,3,2,2,East-Down2,1332.225,0,51,55,2,T,2322322East-Down2
23,2,2,3,2,2,North-Left2,1320.395,89,56,28,4,T,2322322North-Left2
23,2,2,3,2,2,North-Left1,1320.395,89,56,28,4,T,2322322North-Left1
23,2,2,3,2,2,North-Right1,1322.815,89,18,29,3,T,2322322North-Right1
23,2,2,3,2,2,North-Right2,1322.815,89,18,29,3,T,2322322North-Right2
23,2,2,3,2,2,South-Left2,1321.975,89,30,42,4,T,2322322South-Left2
23,2,2,3,2,2,South-Left1,1321.975,89,30,42,4,T,2322322South-Left1
23,2,2,3,2,2,South-Right1,1322.115,89,30,34,4,T,2322322South-Right1
23,2,2,3,2,2,South-Right2,1322.115,89,30,34,4,T,2322322South-Right2
23,3,2,2,2,2,West-Up2,1325.37,1,9,17,4,T,2332222West-Up2
23,3,2,2,2,2,West-Up1,3978.91,1,6,58,4,T,2332222West-Up1
23,3,2,2,2,2,West-Down1,0,0,0,0,0,T,2332222West-Down1
23,3,2,2,2,2,West-Down2,0,0,0,0,0,T,2332222West-Down2
23,3,2,2,2,2,East-Up2,1321.64,0,41,51,4,T,2332222East-Up2
23,3,2,2,2,2,East-Up1,1327.26,0,42,12,4,T,2332222East-Up1
23,3,2,2,2,2,East-Down1,1320.08,0,32,46,4,T,2332222East-Down1
23,3,2,2,2,2,East-Down2,1322.8,0,51,27,4,T,2332222East-Down2
23,3,2,2,2,2,North-Left2,0,0,0,0,0,T,2332222North-Left2
23,3,2,2,2,2,North-Left1,2619.36,89,9,9,2,T,2332222North-Left1
23,3,2,2,2,2,North-Right1,2619.54,89,9,28,2,T,2332222North-Right1
23,3,2,2,2,2,North-Right2,0,0,0,0,0,T,2332222North-Right2
23,3,2,2,2,2,South-Left2,0,0,0,0,0,T,2332222South-Left2
23,3,2,2,2,2,South-Left1,2630.06,88,52,3,2,T,2332222South-Left1
23,3,2,2,2,2,South-Right1,1285.7,89,6,29,2,T,2332222South-Right1
23,3,2,2,2,2,South-Right2,1283.9,89,14,7,2,T,2332222South-Right2
24,3,2,2,2,2,West-Up2,1321.75,0,10,46,2,T,2432222West-Up2
24,3,2,2,2,2,West-Up1,1323.545,0,15,37,2,T,2432222West-Up1
24,3,2,2,2,2,West-Down1,1323.545,0,15,37,2,T,2432222West-Down1
24,3,2,2,2,2,West-Down2,1322.8,0,1,17,2,T,2432222West-Down2
24,3,2,2,2,2,East-Up2,1322.7075,0,44,25,4,T,2432222East-Up2
24,3,2,2,2,2,East-Up1,1322.7075,0,44,25,4,T,2432222East-Up1
24,3,2,2,2,2,East-Down1,1322.7075,0,44,25,4,T,2432222East-Down1
24,3,2,2,2,2,East-Down2,1322.7075,0,44,25,4,T,2432222East-Down2
24,3,2,2,2,2,North-Left2,1317.99,89,39,48,2,T,2432222North-Left2
24,3,2,2,2,2,North-Left1,1317.99,89,39,48,2,T,2432222North-Left1
24,3,2,2,2,2,North-Right1,1317.99,89,39,48,2,T,2432222North-Right1
24,3,2,2,2,2,North-Right2,1317.99,89,39,48,2,T,2432222North-Right2
24,3,2,2,2,2,South-Left2,1399.36,89,44,59,3,T,2432222South-Left2
24,3,2,2,2,2,South-Left1,1399.36,89,44,59,3,T,2432222South-Left1
24,3,2,2,2,2,South-Right1,1219.24,89,43,32,2,T,2432222South-Right1
24,3,2,2,2,2,South-Right2,1339.04,89,23,42,2,T,2432222South-Right2
24,4,2,4,2,2,West-Up2,0,0,0,0,0,T,2442422West-Up2
24,4,2,4,2,2,West-Up1,5307.85,1,5,47,4,T,2442422West-Up1
24,4,2,4,2,2,West-Down1,0,0,0,0,0,T,2442422West-Down1
24,4,2,4,2,2,West-Down2,0,0,0,0,0,T,2442422West-Down2
24,4,2,4,2,2,East-Up2,0,0,0,0,0,T,2442422East-Up2
24,4,2,4,2,2,East-Up1,2668.88,0,5,52,2,T,2442422East-Up1
24,4,2,4,2,2,East-Down1,2642.8,0,53,34,4,T,2442422East-Down1
24,4,2,4,2,2,East-Down2,0,0,0,0,0,T,2442422East-Down2
24,4,2,4,2,2,North-Left2,0,0,0,0,0,T,2442422North-Left2
24,4,2,4,2,2,North-Left1,5293.13,89,9,17,2,T,2442422North-Left1
24,4,2,4,2,2,North-Right1,0,0,0,0,0,T,2442422North-Right1
24,4,2,4,2,2,North-Right2,0,0,0,0,0,T,2442422North-Right2
24,4,2,4,2,2,South-Left2,0,0,0,0,0,T,2442422South-Left2
24,4,2,4,2,2,South-Left1,2614.06,89,11,36,3,T,2442422South-Left1
24,4,2,4,2,2,South-Right1,2614.06,89,11,36,3,T,2442422South-Right1
24,4,2,4,2,2,South-Right2,0,0,0,0,0,T,2442422South-Right2
25,2,2,1,2,2,West-Up2,1322.11,0,4,59,2,T,2522122West-Up2
25,2,2,1,2,2,West-Up1,1322.11,0,4,59,2,T,2522122West-Up1
25,2,2,1,2,2,West-Down1,1322.13,0,2,57,4,T,2522122West-Down1
25,2,2,1,2,2,West-Down2,1328,0,9,32,4,T,2522122West-Down2
25,2,2,1,2,2,East-Up2,1321.39,0,0,49,4,T,2522122East-Up2
25,2,2,1,2,2,East-Up1,1321.39,0,0,49,4,T,2522122East-Up1
25,2,2,1,2,2,East-Down1,1322.925,0,28,7,4,T,2522122East-Down1
25,2,2,1,2,2,East-Down2,1322.925,0,28,7,4,T,2522122East-Down2
25,2,2,1,2,2,North-Left2,1314.24,89,52,16,1,T,2522122North-Left2
25,2,2,1,2,2,North-Left1,1302.62,89,52,16,1,T,2522122North-Left1
25,2,2,1,2,2,North-Right1,1308.45,88,13,6,2,T,2522122North-Right1
25,2,2,1,2,2,North-Right2,1341.05,88,1,3,1,T,2522122North-Right2
25,2,2,1,2,2,South-Left2,1316.28,89,55,10,1,T,2522122South-Left2
25,2,2,1,2,2,South-Left1,1316.28,89,55,10,1,T,2522122South-Left1
25,2,2,1,2,2,South-Right1,1320.27,89,55,10,1,T,2522122South-Right1
25,2,2,1,2,2,South-Right2,1333.38,89,59,23,1,T,2522122South-Right2
25,3,2,2,2,2,West-Up2,1319.23,0,49,9,1,T,2532222West-Up2
25,3,2,2,2,2,West-Up1,1319.23,0,49,9,1,T,2532222West-Up1
25,3,2,2,2,2,West-Down1,1317.465,0,48,59,1,T,2532222West-Down1
25,3,2,2,2,2,West-Down2,1317.465,0,48,59,1,T,2532222West-Down2
25,3,2,2,2,2,East-Up2,1318.385,0,3,14,4,T,2532222East-Up2
25,3,2,2,2,2,East-Up1,1318.385,0,3,14,4,T,2532222East-Up1
25,3,2,2,2,2,East-Down1,1319.6,0,0,36,4,T,2532222East-Down1
25,3,2,2,2,2,East-Down2,1319.6,0,0,36,4,T,2532222East-Down2
25,3,2,2,2,2,North-Left2,1399.36,89,44,59,3,T,2532222North-Left2
25,3,2,2,2,2,North-Left1,1399.36,89,44,59,3,T,2532222North-Left1
25,3,2,2,2,2,North-Right1,1219.24,89,43,32,2,T,2532222North-Right1
25,3,2,2,2,2,North-Right2,1339.04,89,23,42,2,T,2532222North-Right2
25,3,2,2,2,2,South-Left2,1321.7,89,39,44,3,T,2532222South-Left2
25,3,2,2,2,2,South-Left1,1321.7,89,39,44,3,T,2532222South-Left1
25,3,2,2,2,2,South-Right1,1319.95,89,42,22,3,T,2532222South-Right1
25,3,2,2,2,2,South-Right2,1321.29,89,42,28,3,T,2532222South-Right2
26,7,2,20,1,1,West-Up2,0,0,0,0,0,G,26722011West-Up2
26,7,2,20,1,1,West-Up1,2712.42,0,22,34,4,G,26722011West-Up1
26,7,2,20,1,1,West-Down1,2707.6,0,17,53,4,G,26722011West-Down1
26,7,2,20,1,1,West-Down2,0,0,0,0,0,G,26722011West-Down2
26,7,2,20,1,1,East-Up2,0,0,0,0,0,G,26722011East-Up2
26,7,2,20,1,1,East-Up1,2549.17,0,26,23,2,G,26722011East-Up1
26,7,2,20,1,1,East-Down1,2705.47,1,32,18,4,G,26722011East-Down1
26,7,2,20,1,1,East-Down2,0,0,0,0,0,G,26722011East-Down2
26,7,2,20,1,1,North-Left2,0,0,0,0,0,G,26722011North-Left2
26,7,2,20,1,1,North-Left1,2696.66,89,32,0,4,G,26722011North-Left1
26,7,2,20,1,1,North-Right1,2695.08,89,7,18,4,G,26722011North-Right1
26,7,2,20,1,1,North-Right2,0,0,0,0,0,G,26722011North-Right2
26,7,2,20,1,1,South-Left2,1337.16,83,23,23,4,G,26722011South-Left2
26,7,2,20,1,1,South-Left1,1434.87,89,7,18,4,G,26722011South-Left1
26,7,2,20,1,1,South-Right1,2664.19,83,59,21,3,G,26722011South-Right1
26,7,2,20,1,1,South-Right2,0,0,0,0,0,G,26722011South-Right2
26,3,2,2,2,2,West-Up2,1325.64,0,20,44,2,T,2632222West-Up2
26,3,2,2,2,2,West-Up1,1328.46,0,3,23,2,T,2632222West-Up1
26,3,2,2,2,2,West-Down1,1323.415,0,2,9,4,T,2632222West-Down1
26,3,2,2,2,2,West-Down2,1323.415,0,2,9,4,T,2632222West-Down2
26,3,2,2,2,2,East-Up2,1319.23,0,49,9,1,T,2632222East-Up2
26,3,2,2,2,2,East-Up1,1319.23,0,49,9,1,T,2632222East-Up1
26,3,2,2,2,2,East-Down1,1317.465,0,48,59,1,T,2632222East-Down1
26,3,2,2,2,2,East-Down2,1317.465,0,48,59,1,T,2632222East-Down2
26,3,2,2,2,2,North-Left2,1307.05,89,45,21,4,T,2632222North-Left2
26,3,2,2,2,2,North-Left1,1307.05,89,45,21,4,T,2632222North-Left1
26,3,2,2,2,2,North-Right1,1300,89,45,21,4,T,2632222North-Right1
26,3,2,2,2,2,North-Right2,1285.65,88,51,4,3,T,2632222North-Right2
26,3,2,2,2,2,South-Left2,1316.885,89,23,53,3,T,2632222South-Left2
26,3,2,2,2,2,South-Left1,1316.885,89,23,53,3,T,2632222South-Left1
26,3,2,2,2,2,South-Right1,1325.99,89,47,48,3,T,2632222South-Right1
26,3,2,2,2,2,South-Right2,1322.75,89,47,34,3,T,2632222South-Right2
26,3,2,4,2,2,West-Up2,0,0,0,0,0,T,2632422West-Up2
26,3,2,4,2,2,West-Up1,2621.67,0,5,5,3,T,2632422West-Up1
26,3,2,4,2,2,West-Down1,2634.95,0,2,13,3,T,2632422West-Down1
26,3,2,4,2,2,West-Down2,0,0,0,0,0,T,2632422West-Down2
26,3,2,4,2,2,East-Up2,0,0,0,0,0,T,2632422East-Up2
26,3,2,4,2,2,East-Up1,2610.89,0,16,50,1,T,2632422East-Up1
26,3,2,4,2,2,East-Down1,2609.78,0,13,15,1,T,2632422East-Down1
26,3,2,4,2,2,East-Down2,0,0,0,0,0,T,2632422East-Down2
26,3,2,4,2,2,North-Left2,0,0,0,0,0,T,2632422North-Left2
26,3,2,4,2,2,North-Left1,2646.75,89,47,4,4,T,2632422North-Left1
26,3,2,4,2,2,North-Right1,1327.62,89,57,46,3,T,2632422North-Right1
26,3,2,4,2,2,North-Right2,1320.48,89,56,11,4,T,2632422North-Right2
26,3,2,4,2,2,South-Left2,0,0,0,0,0,T,2632422South-Left2
26,3,2,4,2,2,South-Left1,2661.67,89,43,36,2,T,2632422South-Left1
26,3,2,4,2,2,South-Right1,2661.64,89,43,33,2,T,2632422South-Right1
26,3,2,4,2,2,South-Right2,0,0,0,0,0,T,2632422South-Right2
26,4,2,2,1,2,West-Up2,1318.16,1,4,52,4,G,2642212West-Up2
26,4,2,2,1,2,West-Up1,1318.16,1,4,52,4,G,2642212West-Up1
26,4,2,2,1,2,West-Down1,1319.5,1,6,2,4,G,2642212West-Down1
26,4,2,2,1,2,West-Down2,1319.5,1,6,2,4,G,2642212West-Down2
26,4,2,2,1,2,East-Up2,1315.65,2,27,13,4,G,2642212East-Up2
26,4,2,2,1,2,East-Up1,1315.85,2,26,55,4,G,2642212East-Up1
26,4,2,2,1,2,East-Down1,1315.71,2,27,5,4,G,2642212East-Down1
26,4,2,2,1,2,East-Down2,1315.71,2,27,5,4,G,2642212East-Down2
26,4,2,2,1,2,North-Left2,1327.585,88,57,10,3,G,2642212North-Left2
26,4,2,2,1,2,North-Left1,1327.585,88,57,10,3,G,2642212North-Left1
26,4,2,2,1,2,North-Right1,1327.67,88,56,58,3,G,2642212North-Right1
26,4,2,2,1,2,North-Right2,1226.84,88,56,56,3,G,2642212North-Right2
26,4,2,2,1,2,South-Left2,1320.935,88,27,38,3,G,2642212South-Left2
26,4,2,2,1,2,South-Left1,1320.935,88,27,38,3,G,2642212South-Left1
26,4,2,2,1,2,South-Right1,1319.96,89,8,14,3,G,2642212South-Right1
26,4,2,2,1,2,South-Right2,1372.89,89,7,55,3,G,2642212South-Right2
27,7,2,22,1,1,West-Up2,1320.49,0,0,46,4,T,27722211West-Up2
27,7,2,22,1,1,West-Up1,1320.49,0,0,46,4,T,27722211West-Up1
27,7,2,22,1,1,West-Down1,1320.295,0,1,37,4,T,27722211West-Down1
27,7,2,22,1,1,West-Down2,1320.295,0,1,37,4,T,27722211West-Down2
27,7,2,22,1,1,East-Up2,1320.08,0,4,4,4,T,27722211East-Up2
27,7,2,22,1,1,East-Up1,1320.08,0,4,4,4,T,27722211East-Up1
27,7,2,22,1,1,East-Down1,1320.195,0,3,46,4,T,27722211East-Down1
27,7,2,22,1,1,East-Down2,1320.195,0,3,46,4,T,27722211East-Down2
27,7,2,22,1,1,North-Left2,1317.2,89,55,56,3,T,27722211North-Left2
27,7,2,22,1,1,North-Left1,1317.2,89,55,56,3,T,27722211North-Left1
27,7,2,22,1,1,North-Right1,1317.195,89,55,30,3,T,27722211North-Right1
27,7,2,22,1,1,North-Right2,1317.195,89,55,30,3,T,27722211North-Right2
27,7,2,22,1,1,South-Left2,1318.185,89,54,56,3,T,27722211South-Left2
27,7,2,22,1,1,South-Left1,1318.185,89,54,56,3,T,27722211South-Left1
27,7,2,22,1,1,South-Right1,1318.35,89,55,11,3,T,27722211South-Right1
27,7,2,22,1,1,South-Right2,1318.35,89,55,11,3,T,27722211South-Right2
27,2,2,2,2,2,West-Up2,1317.04,0,7,25,2,T,2722222West-Up2
27,2,2,2,2,2,West-Up1,1316.71,0,7,50,2,T,2722222West-Up1
27,2,2,2,2,2,West-Down1,1287.54,0,13,19,2,T,2722222West-Down1
27,2,2,2,2,2,West-Down2,1287.54,0,13,19,2,T,2722222West-Down2
27,2,2,2,2,2,East-Up2,1316.765,0,5,1,1,T,2722222East-Up2
27,2,2,2,2,2,East-Up1,1316.765,0,5,1,1,T,2722222East-Up1
27,2,2,2,2,2,East-Down1,1316.795,0,4,56,1,T,2722222East-Down1
27,2,2,2,2,2,East-Down2,1316.795,0,4,56,1,T,2722222East-Down2
27,2,2,2,2,2,North-Left2,1319.47,89,58,8,2,T,2722222North-Left2
27,2,2,2,2,2,North-Left1,1319.47,89,58,8,2,T,2722222North-Left1
27,2,2,2,2,2,North-Right1,1319.97,89,59,7,1,T,2722222North-Right1
27,2,2,2,2,2,North-Right2,1319.97,89,59,7,1,T,2722222North-Right2
27,2,2,2,2,2,South-Left2,1325.6575,89,22,41,4,T,2722222South-Left2
27,2,2,2,2,2,South-Left1,1325.6575,89,22,41,4,T,2722222South-Left1
27,2,2,2,2,2,South-Right1,1325.6575,89,22,41,4,T,2722222South-Right1
27,2,2,2,2,2,South-Right2,1325.6575,89,22,41,4,T,2722222South-Right2
27,4,2,2,1,2,West-Up2,1321.27,1,4,7,4,G,2742212West-Up2
27,4,2,2,1,2,West-Up1,1321.27,1,4,7,4,G,2742212West-Up1
27,4,2,2,1,2,West-Down1,1317.045,1,7,40,4,G,2742212West-Down1
27,4,2,2,1,2,West-Down2,1317.045,1,7,40,4,G,2742212West-Down2
27,4,2,2,1,2,East-Up2,1318.16,1,4,52,4,G,2742212East-Up2
27,4,2,2,1,2,East-Up1,1318.16,1,4,52,4,G,2742212East-Up1
27,4,2,2,1,2,East-Down1,1319.5,1,6,2,4,G,2742212East-Down1
27,4,2,2,1,2,East-Down2,1319.5,1,6,2,4,G,2742212East-Down2
27,4,2,2,1,2,North-Left2,1320.41,88,59,19,3,G,2742212North-Left2
27,4,2,2,1,2,North-Left1,1320.41,88,59,19,3,G,2742212North-Left1
27,4,2,2,1,2,North-Right1,1320.42,88,58,19,3,G,2742212North-Right1
27,4,2,2,1,2,North-Right2,1320.42,88,58,19,3,G,2742212North-Right2
27,4,2,2,1,2,South-Left2,1320.475,89,3,10,3,G,2742212South-Left2
27,4,2,2,1,2,South-Left1,1320.475,89,3,10,3,G,2742212South-Left1
27,4,2,2,1,2,South-Right1,1320.02,88,52,46,3,G,2742212South-Right1
27,4,2,2,1,2,South-Right2,1320.02,88,52,46,3,G,2742212South-Right2
28,7,2,20,1,1,West-Up2,1350.68,0,12,12,4,T,28722011West-Up2
28,7,2,20,1,1,West-Up1,1350.68,0,12,12,4,T,28722011West-Up1
28,7,2,20,1,1,West-Down1,1364.03,0,48,48,4,T,28722011West-Down1
28,7,2,20,1,1,West-Down2,1362.33,1,6,12,4,T,28722011West-Down2
28,7,2,20,1,1,East-Up2,1364.12,0,32,32,4,T,28722011East-Up2
28,7,2,20,1,1,East-Up1,1364.12,0,32,32,4,T,28722011East-Up1
28,7,2,20,1,1,East-Down1,1367.77,0,29,29,4,T,28722011East-Down1
28,7,2,20,1,1,East-Down2,1367.77,0,29,29,4,T,28722011East-Down2
28,7,2,20,1,1,North-Left2,1326.195,89,1,24,3,T,28722011North-Left2
28,7,2,20,1,1,North-Left1,1326.195,89,1,24,3,T,28722011North-Left1
28,7,2,20,1,1,North-Right1,1324.75,88,56,3,3,T,28722011North-Right1
28,7,2,20,1,1,North-Right2,1324.75,88,56,3,3,T,28722011North-Right2
28,7,2,20,1,1,South-Left2,1324.485,89,33,31,2,T,28722011South-Left2
28,7,2,20,1,1,South-Left1,1324.485,89,33,31,2,T,28722011South-Left1
28,7,2,20,1,1,South-Right1,1323.26,89,10,50,2,T,28722011South-Right1
28,7,2,20,1,1,South-Right2,1323.26,89,10,50,2,T,28722011South-Right2
28,2,2,4,2,2,West-Up2,1320.535,0,27,53,2,T,2822422West-Up2
28,2,2,4,2,2,West-Up1,1320.535,0,27,53,2,T,2822422West-Up1
28,2,2,4,2,2,West-Down1,1319.965,0,6,57,2,T,2822422West-Down1
28,2,2,4,2,2,West-Down2,1319.965,0,6,57,2,T,2822422West-Down2
28,2,2,4,2,2,East-Up2,1312.83,0,17,48,4,T,2822422East-Up2
28,2,2,4,2,2,East-Up1,1312.83,0,17,48,4,T,2822422East-Up1
28,2,2,4,2,2,East-Down1,1312.83,0,17,48,4,T,2822422East-Down1
28,2,2,4,2,2,East-Down2,1312.83,0,17,48,4,T,2822422East-Down2
28,2,2,4,2,2,North-Left2,1311.255,89,45,31,1,T,2822422North-Left2
28,2,2,4,2,2,North-Left1,1311.255,89,45,31,1,T,2822422North-Left1
28,2,2,4,2,2,North-Right1,1311.175,89,45,28,1,T,2822422North-Right1
28,2,2,4,2,2,North-Right2,1311.175,89,45,28,1,T,2822422North-Right2
28,2,2,4,2,2,South-Left2,1316.15,89,29,43,1,T,2822422South-Left2
28,2,2,4,2,2,South-Left1,1316.15,89,29,43,1,T,2822422South-Left1
28,2,2,4,2,2,South-Right1,1331.53,89,20,22,2,T,2822422South-Right1
28,2,2,4,2,2,South-Right2,1331.53,89,20,22,2,T,2822422South-Right2
30,2,2,1,2,2,West-Up2,0,0,0,0,0,T,3022122West-Up2
30,2,2,1,2,2,West-Up1,2642.63,0,3,32,2,T,3022122West-Up1
30,2,2,1,2,2,West-Down1,2643.02,0,3,47,2,T,3022122West-Down1
30,2,2,1,2,2,West-Down2,0,0,0,0,0,T,3022122West-Down2
30,2,2,1,2,2,East-Up2,0,0,0,0,0,T,3022122East-Up2
30,2,2,1,2,2,East-Up1,2651.63,0,9,11,4,T,3022122East-Up1
30,2,2,1,2,2,East-Down1,2638.5,0,1,22,4,T,3022122East-Down1
30,2,2,1,2,2,East-Down2,0,0,0,0,0,T,3022122East-Down2
30,2,2,1,2,2,North-Left2,1320.23,89,40,52,3,T,3022122North-Left2
30,2,2,1,2,2,North-Left1,1325.89,89,55,50,3,T,3022122North-Left1
30,2,2,1,2,2,North-Right1,2626.64,89,54,11,3,T,3022122North-Right1
30,2,2,1,2,2,North-Right2,0,0,0,0,0,T,3022122North-Right2
30,2,2,1,2,2,South-Left2,1323.27,89,54,35,3,T,3022122South-Left2
30,2,2,1,2,2,South-Left1,1319.36,89,54,6,3,T,3022122South-Left1
30,2,2,1,2,2,South-Right1,2643.88,89,54,3,3,T,3022122South-Right1
30,2,2,1,2,2,South-Right2,0,0,0,0,0,T,3022122South-Right2
31,2,2,1,1,2,West-Up2,1327.42,0,8,41,4,T,3122112West-Up2
31,2,2,1,1,2,West-Up1,1327.42,0,8,41,4,T,3122112West-Up1
31,2,2,1,1,2,West-Down1,1327.42,0,8,41,4,T,3122112West-Down1
